token_id,ensembl_id,gene_name,gene_median
38930,ENSMUSG00000115100,Gm34934,0.86
38931,ENSMUSG00000000743,Chmp1a,1.11
38932,ENSMUSG00000028351,Brinp1,4.63
38933,ENSMUSG00000059910,Olfr1265,0.7
38934,ENSMUSG00000055109,Gm15155,2.33
38935,ENSMUSG00000022672,Prkdc,1.22
38936,ENSMUSG00000025037,Maoa,1.13
38937,ENSMUSG00000109995,B020031H02Rik,1.65
38938,ENSMUSG00000061210,Olfr47,0.86
38939,ENSMUSG00000091572,Vmn2r3,0.65
38940,ENSMUSG00000031828,Klhl36,0.92
38941,ENSMUSG00000002588,Pon1,5.73
38942,ENSMUSG00000023263,9530002B09Rik,1.89
38943,ENSMUSG00000026602,Nphs2,1.65
38944,ENSMUSG00000058884,Olfr1025-ps1,1.985
38945,ENSMUSG00000090273,Prr22,1.17
38946,ENSMUSG00000055371,Stam2,1.16
38947,ENSMUSG00000112761,Gm47972,0.83
38948,ENSMUSG00000058932,Gm2174,0.635
38949,ENSMUSG00000110354,Gm45686,0.78
38950,ENSMUSG00000032338,Hcn4,0.85
38951,ENSMUSG00000097854,Gm26602,1.03
38952,ENSMUSG00000023084,Lrrc71,1.3
38953,ENSMUSG00000021266,Wars,1.03
38954,ENSMUSG00000055660,Mettl4,0.81
38955,ENSMUSG00000032456,Nmnat3,1.1
38956,ENSMUSG00000103079,Gm36307,1.04
38957,ENSMUSG00000111467,Gm47775,0.65
38958,ENSMUSG00000112679,Gm40603,0.83
38959,ENSMUSG00000003282,Plag1,0.86
38960,ENSMUSG00000091955,Gm9844,1.01
38961,ENSMUSG00000038209,Itln1,2.16
38962,ENSMUSG00000042363,Lgalsl,1.0
38963,ENSMUSG00000102239,Gm38296,
38964,ENSMUSG00000118173,Gm50329,1.135
38965,ENSMUSG00000025893,Kbtbd3,0.95
38966,ENSMUSG00000029063,Nadk,1.41
38967,ENSMUSG00000089728,Clec2f,0.78
38968,ENSMUSG00000114290,4930435F18Rik,0.92
38969,ENSMUSG00000079428,Tceal7,0.58
38970,ENSMUSG00000079523,Tmsb10,13.73
38971,ENSMUSG00000113526,Gm47453,0.64
38972,ENSMUSG00000113120,E330035G20Rik,0.75
38973,ENSMUSG00000055541,Lair1,2.94
38974,ENSMUSG00000010045,Tmem115,0.85
38975,ENSMUSG00000058773,H1f5,
38976,ENSMUSG00000033036,Gm7879,0.61
38977,ENSMUSG00000021880,Rnase6,2.02
38978,ENSMUSG00000118254,Gm46614,0.47
38979,ENSMUSG00000114089,Gm47116,1.44
38980,ENSMUSG00000027824,Vmn2r1,0.88
38981,ENSMUSG00000028484,Psip1,2.28
38982,ENSMUSG00000033952,Aspm,0.92
38983,ENSMUSG00000099581,Scgb1b10,1.78
38984,ENSMUSG00000038216,Pnmt,0.92
38985,ENSMUSG00000045319,Proser2,0.94
38986,ENSMUSG00000026626,Ppp2r5a,1.81
38987,ENSMUSG00000024853,Sf3b2,2.48
38988,ENSMUSG00000092367,Gm20479,
38989,ENSMUSG00000062844,Olfr1458,0.86
38990,ENSMUSG00000028782,Adgrb2,1.49
38991,ENSMUSG00000019087,Atp6ap1,1.55
38992,ENSMUSG00000024079,Eif2ak2,1.22
38993,ENSMUSG00000062647,Rpl7a,9.49
38994,ENSMUSG00000039414,Heatr5b,1.04
38995,ENSMUSG00000113786,Gm49384,
38996,ENSMUSG00000039470,Zdhhc2,1.34
38997,ENSMUSG00000015597,Zfp318,1.11
38998,ENSMUSG00000043787,Defb12,2.21
38999,ENSMUSG00000107681,4930528H21Rik,0.55
39000,ENSMUSG00000047237,Fbxw21,0.99
39001,ENSMUSG00000046337,Fam178b,1.19
39002,ENSMUSG00000028051,Hcn3,0.93
39003,ENSMUSG00000028996,Rbp7,2.76
39004,ENSMUSG00000064330,Pde6h,1.08
39005,ENSMUSG00000079507,H2-Q1,1.99
39006,ENSMUSG00000042269,Fam92b,1.09
39007,ENSMUSG00000029465,Arpc3,3.93
39008,ENSMUSG00000026999,Nup35,0.97
39009,ENSMUSG00000053303,Slc22a26,1.6
39010,ENSMUSG00000108398,Gm30191,1.01
39011,ENSMUSG00000101931,Gm28108,
39012,ENSMUSG00000078276,Gm14190,
39013,ENSMUSG00000032097,Ddx6,2.27
39014,ENSMUSG00000078622,Ccdc47,1.27
39015,ENSMUSG00000035401,Emsy,1.29
39016,ENSMUSG00000085992,Gm11515,0.47
39017,ENSMUSG00000094954,Gm8011,0.39
39018,ENSMUSG00000097691,9030616G12Rik,2.03
39019,ENSMUSG00000029090,Adgra3,1.0
39020,ENSMUSG00000034108,Ccs,1.09
39021,ENSMUSG00000075066,Olfr32,1.07
39022,ENSMUSG00000025105,Bnc1,0.78
39023,ENSMUSG00000086715,B230112J18Rik,0.96
39024,ENSMUSG00000112323,Gm32828,1.28
39025,ENSMUSG00000110468,Gm39185,0.92
39026,ENSMUSG00000041763,Tpp2,1.6
39027,ENSMUSG00000112449,Srp54b,0.86
39028,ENSMUSG00000024059,Clip4,1.29
39029,ENSMUSG00000039167,Adgrl4,7.44
39030,ENSMUSG00000036944,Tmem71,1.75
39031,ENSMUSG00000081225,Cyp2j12,2.18
39032,ENSMUSG00000081443,Gm3880,1.62
39033,ENSMUSG00000068739,Sars,1.49
39034,ENSMUSG00000025531,Chm,1.28
39035,ENSMUSG00000038564,Ift172,0.98
39036,ENSMUSG00000031388,Naa10,1.21
39037,ENSMUSG00000025485,Ric8a,0.98
39038,ENSMUSG00000113618,Gm48166,0.59
39039,ENSMUSG00000058318,Phf21a,2.66
39040,ENSMUSG00000048012,Zfp473,0.59
39041,ENSMUSG00000074300,Smim31,1.45
39042,ENSMUSG00000041293,Adgrf1,0.92
39043,ENSMUSG00000090713,Gm8127,0.59
39044,ENSMUSG00000040134,Rdh7,4.9
39045,ENSMUSG00000046658,Zfp316,0.82
39046,ENSMUSG00000116810,Gm32624,1.8
39047,ENSMUSG00000040838,Gm11639,1.01
39048,ENSMUSG00000052819,Best2,1.06
39049,ENSMUSG00000115861,Arf4,3.07
39050,ENSMUSG00000100070,Gm28994,
39051,ENSMUSG00000096220,Olfr775,0.97
39052,ENSMUSG00000108575,Gm35665,0.95
39053,ENSMUSG00000008845,Cd163,3.6
39054,ENSMUSG00000079350,Magea8,0.82
39055,ENSMUSG00000028339,Col15a1,2.6
39056,ENSMUSG00000063900,Adam26b,0.92
39057,ENSMUSG00000040563,Plppr2,1.17
39058,ENSMUSG00000094759,Gm10487,0.94
39059,ENSMUSG00000047108,Dnajb7,2.1
39060,ENSMUSG00000046404,Yod1,0.93
39061,ENSMUSG00000114354,Gm34961,0.91
39062,ENSMUSG00000048776,Pthlh,1.21
39063,ENSMUSG00000025949,Pikfyve,1.17
39064,ENSMUSG00000095325,Zfp870,0.73
39065,ENSMUSG00000019470,Xab2,0.87
39066,ENSMUSG00000031605,Klhl2,1.54
39067,ENSMUSG00000078657,Crnn,0.96
39068,ENSMUSG00000074165,Zfp788,0.89
39069,ENSMUSG00000021686,Ap3b1,1.85
39070,ENSMUSG00000051793,Olfr284,0.48
39071,ENSMUSG00000030516,Tjp1,2.21
39072,ENSMUSG00000098847,Gm27235,
39073,ENSMUSG00000074121,Ntf5,0.7
39074,ENSMUSG00000055239,Kcmf1,1.76
39075,ENSMUSG00000117616,Gm49984,0.66
39076,ENSMUSG00000055030,Sprr2e,2.38
39077,ENSMUSG00000035595,Fam174c,
39078,ENSMUSG00000043008,Klhl6,1.97
39079,ENSMUSG00000032298,Neil1,1.05
39080,ENSMUSG00000118067,Gm32629,0.99
39081,ENSMUSG00000024899,Papss2,1.74
39082,ENSMUSG00000054648,Zfp869,1.1
39083,ENSMUSG00000054387,Mdm4,1.46
39084,ENSMUSG00000073759,4933407E24Rik,0.94
39085,ENSMUSG00000028048,Gba,0.97
39086,ENSMUSG00000038456,Dennd2a,1.32
39087,ENSMUSG00000022175,Lrp10,1.43
39088,ENSMUSG00000075100,Olfr1223,1.185
39089,ENSMUSG00000069744,Psmb3,2.88
39090,ENSMUSG00000020653,Klf11,0.87
39091,ENSMUSG00000035448,Ccr3,1.92
39092,ENSMUSG00000057050,Olfr397,
39093,ENSMUSG00000071073,Lrrc73,0.98
39094,ENSMUSG00000066682,Pilrb2,1.45
39095,ENSMUSG00000031309,Rps6ka3,2.15
39096,ENSMUSG00000004654,Ghrhr,2.44
39097,ENSMUSG00000057349,Olfr948,0.69
39098,ENSMUSG00000113735,Gm48607,0.985
39099,ENSMUSG00000037336,Mfsd2b,0.97
39100,ENSMUSG00000048231,H2-M10.4,1.285
39101,ENSMUSG00000068885,Lce3f,2.91
39102,ENSMUSG00000075214,Olfr1002,0.92
39103,ENSMUSG00000099636,Gm28422,
39104,ENSMUSG00000027822,Slc33a1,1.02
39105,ENSMUSG00000045438,Cox19,1.03
39106,ENSMUSG00000104941,Gm8953,0.95
39107,ENSMUSG00000031508,Ankrd10,1.3
39108,ENSMUSG00000053178,Mterf1b,0.82
39109,ENSMUSG00000100080,Gm29364,1.375
39110,ENSMUSG00000085394,2210414B05Rik,1.09
39111,ENSMUSG00000002032,Tmem25,1.15
39112,ENSMUSG00000029992,Gfpt1,1.38
39113,ENSMUSG00000028364,Tnc,2.96
39114,ENSMUSG00000044362,Ccdc89,1.16
39115,ENSMUSG00000034274,Thoc5,0.86
39116,ENSMUSG00000028029,Aimp1,1.78
39117,ENSMUSG00000042256,Ptchd4,2.94
39118,ENSMUSG00000108329,Gm44725,0.93
39119,ENSMUSG00000040624,Plekhg1,2.28
39120,ENSMUSG00000085705,Gm16046,1.0
39121,ENSMUSG00000024552,Slc14a2,1.02
39122,ENSMUSG00000051176,Zfp42,1.05
39123,ENSMUSG00000112924,4930579P08Rik,0.55
39124,ENSMUSG00000115169,Gm30563,0.82
39125,ENSMUSG00000036975,Tmem177,0.66
39126,ENSMUSG00000064246,Chil1,3.13
39127,ENSMUSG00000031230,Fgf16,0.96
39128,ENSMUSG00000110075,Gm45305,0.46
39129,ENSMUSG00000037605,Adgrl3,5.93
39130,ENSMUSG00000114586,Gm31804,1.1
39131,ENSMUSG00000016541,Atxn10,2.04
39132,ENSMUSG00000118222,Gm50418,0.33
39133,ENSMUSG00000072878,1700123L14Rik,4.56
39134,ENSMUSG00000115092,E130202H07Rik,0.62
39135,ENSMUSG00000016942,Tmprss6,1.92
39136,ENSMUSG00000028577,Plaa,1.31
39137,ENSMUSG00000025243,Slc6a20b,1.6
39138,ENSMUSG00000000028,Cdc45,0.75
39139,ENSMUSG00000087335,4930526F13Rik,0.74
39140,ENSMUSG00000032423,Syncrip,2.03
39141,ENSMUSG00000034329,Brip1,0.91
39142,ENSMUSG00000082361,Btc,0.99
39143,ENSMUSG00000078584,AU022252,0.81
39144,ENSMUSG00000090175,Ugt1a9,1.27
39145,ENSMUSG00000027332,Ivd,1.06
39146,ENSMUSG00000027762,Sucnr1,1.2
39147,ENSMUSG00000020102,Slc16a7,1.57
39148,ENSMUSG00000028150,Rorc,1.32
39149,ENSMUSG00000019951,Uhrf1bp1l,1.39
39150,ENSMUSG00000040146,Rgl3,0.93
39151,ENSMUSG00000024125,Sbpl,1.4
39152,ENSMUSG00000101785,Gm28702,
39153,ENSMUSG00000109566,Gm31401,0.61
39154,ENSMUSG00000021221,Dpf3,1.53
39155,ENSMUSG00000026878,Rab14,2.4
39156,ENSMUSG00000107352,Gm43660,1.11
39157,ENSMUSG00000051786,Tubgcp6,0.85
39158,ENSMUSG00000020538,Srebf1,0.97
39159,ENSMUSG00000071657,Bscl2,1.16
39160,ENSMUSG00000102483,Catspere1,0.89
39161,ENSMUSG00000025986,Slc39a10,1.21
39162,ENSMUSG00000091110,Gm2832,0.51
39163,ENSMUSG00000070601,Vmn2r84,1.15
39164,ENSMUSG00000055994,Nod2,1.19
39165,ENSMUSG00000109629,Gm34099,0.71
39166,ENSMUSG00000094004,Gm5128,0.61
39167,ENSMUSG00000047910,Pcdhb16,0.92
39168,ENSMUSG00000056648,Hoxb8,1.06
39169,ENSMUSG00000060613,Cyp2c70,7.8
39170,ENSMUSG00000035785,Cmtm2b,10.16
39171,ENSMUSG00000095533,Gm10413,
39172,ENSMUSG00000114590,5930438M14Rik,0.93
39173,ENSMUSG00000046182,Gsg1l,1.86
39174,ENSMUSG00000099537,Gm28938,
39175,ENSMUSG00000035824,Tk2,1.11
39176,ENSMUSG00000110924,Gm40518,1.87
39177,ENSMUSG00000027185,Nat10,0.82
39178,ENSMUSG00000021609,Slc6a3,0.83
39179,ENSMUSG00000037965,Zc3h7a,1.77
39180,ENSMUSG00000040097,Flywch1,1.08
39181,ENSMUSG00000097401,Gm26744,0.63
39182,ENSMUSG00000037624,Kcnk2,1.58
39183,ENSMUSG00000041729,Coro2b,1.47
39184,ENSMUSG00000043388,Tmem130,2.07
39185,ENSMUSG00000098340,Gm27253,0.98
39186,ENSMUSG00000042985,Upk3b,1.8
39187,ENSMUSG00000024131,Slc3a1,1.49
39188,ENSMUSG00000106794,Gm40293,0.89
39189,ENSMUSG00000108206,Gm44427,0.46
39190,ENSMUSG00000025083,Afap1l2,1.67
39191,ENSMUSG00000070283,Ndufaf3,1.01
39192,ENSMUSG00000002332,Dhrs1,1.07
39193,ENSMUSG00000048899,Rimkla,1.05
39194,ENSMUSG00000032997,Chpf,0.98
39195,ENSMUSG00000100486,Gm4131,0.98
39196,ENSMUSG00000005950,P2rx5,0.88
39197,ENSMUSG00000018581,Dnah11,1.29
39198,ENSMUSG00000112941,Gm48623,0.94
39199,ENSMUSG00000095191,Vmn1r249,
39200,ENSMUSG00000110891,Gm40639,1.28
39201,ENSMUSG00000023004,Tuba1b,3.51
39202,ENSMUSG00000027954,Efna1,1.21
39203,ENSMUSG00000099749,Gm29323,0.51
39204,ENSMUSG00000049506,Sppl2c,2.9
39205,ENSMUSG00000073008,Gpr174,2.18
39206,ENSMUSG00000078677,Gm10974,1.04
39207,ENSMUSG00000045994,B3gat1,1.57
39208,ENSMUSG00000073096,Lrrc61,0.91
39209,ENSMUSG00000028610,Dmrtb1,2.41
39210,ENSMUSG00000063652,Slc22a21,0.86
39211,ENSMUSG00000024617,Camk2a,3.08
39212,ENSMUSG00000038467,Chmp4b,2.25
39213,ENSMUSG00000022008,Gpalpp1,0.91
39214,ENSMUSG00000024837,Dmrt1,1.63
39215,ENSMUSG00000085979,Gm12055,0.52
39216,ENSMUSG00000044292,Olfr978,0.635
39217,ENSMUSG00000116537,Gm49698,0.53
39218,ENSMUSG00000097266,Gm26802,1.63
39219,ENSMUSG00000042229,Rabif,0.96
39220,ENSMUSG00000031007,Atp6ap2,1.77
39221,ENSMUSG00000022565,Plec,1.8
39222,ENSMUSG00000110195,Pde2a,2.17
39223,ENSMUSG00000021785,Ngly1,1.18
39224,ENSMUSG00000031400,G6pdx,0.98
39225,ENSMUSG00000110827,Gm32281,1.06
39226,ENSMUSG00000112653,Gm36176,0.68
39227,ENSMUSG00000086366,1700061J23Rik,1.43
39228,ENSMUSG00000031901,Dus2,0.98
39229,ENSMUSG00000020790,Ankfy1,1.33
39230,ENSMUSG00000020098,Pcbd1,1.35
39231,ENSMUSG00000073926,Olfr653,1.04
39232,ENSMUSG00000115353,Gm48968,0.74
39233,ENSMUSG00000043419,Rnf227,1.1
39234,ENSMUSG00000026153,Fam135a,1.4
39235,ENSMUSG00000037461,Ints7,1.11
39236,ENSMUSG00000061561,Olfr373,1.23
39237,ENSMUSG00000013089,Etv5,1.22
39238,ENSMUSG00000086943,4732414G09Rik,0.88
39239,ENSMUSG00000097488,4732487G21Rik,0.93
39240,ENSMUSG00000069712,4930444G20Rik,0.64
39241,ENSMUSG00000004936,Map2k1,1.46
39242,ENSMUSG00000108674,Olfr1359,1.54
39243,ENSMUSG00000038801,Scgb1c1,1.15
39244,ENSMUSG00000049676,Catsperg1,0.92
39245,ENSMUSG00000029397,Rchy1,1.3
39246,ENSMUSG00000037172,Dennd11,
39247,ENSMUSG00000087361,0610043K17Rik,1.36
39248,ENSMUSG00000006720,Zfp184,0.65
39249,ENSMUSG00000021392,Nol8,1.0
39250,ENSMUSG00000026786,Apbb1ip,3.55
39251,ENSMUSG00000023918,Adgrf4,1.11
39252,ENSMUSG00000026657,Frmd4a,2.9
39253,ENSMUSG00000056124,B4galt6,1.23
39254,ENSMUSG00000117364,4933400B14Rik,0.46
39255,ENSMUSG00000099790,Gm28457,0.32
39256,ENSMUSG00000118455,Gm50461,
39257,ENSMUSG00000021384,Susd3,1.73
39258,ENSMUSG00000046456,Tmem150b,0.96
39259,ENSMUSG00000027257,Pacsin3,0.87
39260,ENSMUSG00000078257,2300003K06Rik,0.63
39261,ENSMUSG00000100315,1700031P21Rik,1.97
39262,ENSMUSG00000100668,1700083H02Rik,0.69
39263,ENSMUSG00000051190,Olfr1356,1.08
39264,ENSMUSG00000066241,Olfr514,
39265,ENSMUSG00000038709,Txndc8,3.77
39266,ENSMUSG00000067562,Dmrtc1c1,0.34
39267,ENSMUSG00000101356,Gm28876,0.71
39268,ENSMUSG00000079008,Gm14124,0.47
39269,ENSMUSG00000027887,Sypl2,0.93
39270,ENSMUSG00000103711,Tstd1,1.6
39271,ENSMUSG00000060708,Bloc1s4,0.89
39272,ENSMUSG00000030559,Rab38,1.16
39273,ENSMUSG00000070532,Ccdc190,1.7
39274,ENSMUSG00000028413,B4galt1,1.99
39275,ENSMUSG00000056515,Rab31,1.81
39276,ENSMUSG00000043282,Teddm1b,1.09
39277,ENSMUSG00000028405,Aco1,0.96
39278,ENSMUSG00000040978,Gm11992,0.86
39279,ENSMUSG00000029541,Cyp2w1,0.71
39280,ENSMUSG00000022865,Cxadr,1.53
39281,ENSMUSG00000068947,Olfr366,0.83
39282,ENSMUSG00000040373,Cacng5,1.3
39283,ENSMUSG00000003865,Gys1,0.97
39284,ENSMUSG00000034525,Ice1,1.11
39285,ENSMUSG00000095241,Gm5478,0.6
39286,ENSMUSG00000115153,Gm49240,0.74
39287,ENSMUSG00000118084,AA388235,0.97
39288,ENSMUSG00000090854,Gm4340,1.96
39289,ENSMUSG00000040467,4921522P10Rik,0.62
39290,ENSMUSG00000031622,Sin3b,1.67
39291,ENSMUSG00000090824,Olfr1344,0.77
39292,ENSMUSG00000047649,Cd3eap,0.92
39293,ENSMUSG00000117633,8430422H06Rik,1.25
39294,ENSMUSG00000114508,Gm47711,0.68
39295,ENSMUSG00000043241,Upf2,1.41
39296,ENSMUSG00000021555,Naa35,1.2
39297,ENSMUSG00000112130,Gm47839,1.11
39298,ENSMUSG00000047594,Olfr1122,0.92
39299,ENSMUSG00000048022,Tmem229a,1.63
39300,ENSMUSG00000027835,Pdcd10,1.72
39301,ENSMUSG00000030638,Sh3gl3,1.49
39302,ENSMUSG00000099559,Gm29063,
39303,ENSMUSG00000090863,A530084C06Rik,0.65
39304,ENSMUSG00000096140,Ankrd66,1.08
39305,ENSMUSG00000024896,Minpp1,1.03
39306,ENSMUSG00000009079,Ewsr1,2.13
39307,ENSMUSG00000054474,Thnsl2,0.98
39308,ENSMUSG00000049690,Nckap5,3.06
39309,ENSMUSG00000020051,Pah,7.32
39310,ENSMUSG00000022665,Ccdc80,2.75
39311,ENSMUSG00000020135,Apc2,1.51
39312,ENSMUSG00000045817,Zfp36l2,2.98
39313,ENSMUSG00000003575,Crtc1,0.97
39314,ENSMUSG00000038780,Smurf1,1.3
39315,ENSMUSG00000050627,Gpd1l,0.97
39316,ENSMUSG00000036430,Tbcc,0.91
39317,ENSMUSG00000109966,Gm34623,1.23
39318,ENSMUSG00000021607,Mrpl36,1.33
39319,ENSMUSG00000113584,Gm46355,0.78
39320,ENSMUSG00000000317,Bcl6b,1.4
39321,ENSMUSG00000008843,Cldn13,1.48
39322,ENSMUSG00000047222,Rnase2a,2.04
39323,ENSMUSG00000014177,Tvp23b,1.07
39324,ENSMUSG00000091350,Vmn2r92,1.02
39325,ENSMUSG00000022868,Ahsg,13.75
39326,ENSMUSG00000047238,Mageh1,1.08
39327,ENSMUSG00000033210,Slc9c1,1.03
39328,ENSMUSG00000029328,Hnrnpdl,2.31
39329,ENSMUSG00000105978,Gm43492,0.45
39330,ENSMUSG00000040490,Lrfn2,2.26
39331,ENSMUSG00000093789,Methig1,
39332,ENSMUSG00000032306,Mpi,0.77
39333,ENSMUSG00000117181,Gm31143,0.7
39334,ENSMUSG00000015970,Chdh,1.19
39335,ENSMUSG00000036006,Ripor2,4.8
39336,ENSMUSG00000026063,Pih1d3,0.54
39337,ENSMUSG00000022466,Rpap3,0.89
39338,ENSMUSG00000022911,Arl13b,1.15
39339,ENSMUSG00000026986,Hnmt,1.14
39340,ENSMUSG00000097096,Pitpnm1,1.14
39341,ENSMUSG00000067561,Dmrtc1c2,0.23
39342,ENSMUSG00000042333,Tnfrsf14,0.99
39343,ENSMUSG00000055923,Aasdh,0.83
39344,ENSMUSG00000028246,Faxc,0.98
39345,ENSMUSG00000040724,Kcna2,1.87
39346,ENSMUSG00000027883,Gpsm2,0.89
39347,ENSMUSG00000026976,Pax8,1.75
39348,ENSMUSG00000004846,Plod3,1.06
39349,ENSMUSG00000025089,Gfra1,2.4
39350,ENSMUSG00000043468,Adam30,0.91
39351,ENSMUSG00000116422,Lats1,1.06
39352,ENSMUSG00000115691,Gm48914,0.82
39353,ENSMUSG00000038822,Hace1,1.18
39354,ENSMUSG00000025366,Esyt1,1.48
39355,ENSMUSG00000070576,Mn1,1.09
39356,ENSMUSG00000106060,Gm42488,1.06
39357,ENSMUSG00000033065,Pfkm,0.93
39358,ENSMUSG00000091140,Gm17124,0.54
39359,ENSMUSG00000094622,Gm3055,0.87
39360,ENSMUSG00000116391,Tex13b,0.95
39361,ENSMUSG00000036087,Slain2,1.24
39362,ENSMUSG00000025013,Tll2,1.07
39363,ENSMUSG00000047591,Mafa,1.03
39364,ENSMUSG00000045150,Olfr1161,
39365,ENSMUSG00000109583,Gm39204,0.72
39366,ENSMUSG00000040464,Gtpbp10,0.75
39367,ENSMUSG00000009090,Ap1b1,1.2
39368,ENSMUSG00000029026,Trp73,0.99
39369,ENSMUSG00000093871,Vmn1r253,
39370,ENSMUSG00000059149,Mfsd4a,1.14
39371,ENSMUSG00000038533,Cbfa2t2,1.39
39372,ENSMUSG00000043251,Exoc3l,1.02
39373,ENSMUSG00000061144,Spink12,2.68
39374,ENSMUSG00000109039,Gm33570,0.42
39375,ENSMUSG00000020788,Atp2a3,1.67
39376,ENSMUSG00000019868,Vta1,1.28
39377,ENSMUSG00000036990,Otud4,1.19
39378,ENSMUSG00000053985,Zfp14,1.01
39379,ENSMUSG00000094430,Smbd1,0.58
39380,ENSMUSG00000040842,Szrd1,1.19
39381,ENSMUSG00000056770,Setd3,1.34
39382,ENSMUSG00000044876,Zfp444,0.94
39383,ENSMUSG00000100094,1810008I18Rik,1.22
39384,ENSMUSG00000086959,E330010L02Rik,1.02
39385,ENSMUSG00000100096,Gm28760,0.86
39386,ENSMUSG00000069273,H3c6,
39387,ENSMUSG00000040327,Cul9,1.15
39388,ENSMUSG00000039533,Mmd2,3.1
39389,ENSMUSG00000026111,Unc50,1.13
39390,ENSMUSG00000104701,Gm42555,0.76
39391,ENSMUSG00000035237,Lcat,1.67
39392,ENSMUSG00000107924,4930518I17Rik,1.03
39393,ENSMUSG00000033998,Kcnk1,1.43
39394,ENSMUSG00000054160,Nkx2-4,1.0
39395,ENSMUSG00000032382,Snx1,1.34
39396,ENSMUSG00000044201,Cdc25c,0.66
39397,ENSMUSG00000063760,Rnf217,1.35
39398,ENSMUSG00000019699,Akt3,2.69
39399,ENSMUSG00000047050,Olfr914,2.55
39400,ENSMUSG00000040728,Esrp1,1.36
39401,ENSMUSG00000002240,Prr27,2.66
39402,ENSMUSG00000042367,Gjb3,0.95
39403,ENSMUSG00000086696,Gm11234,0.82
39404,ENSMUSG00000109271,Gm39129,0.91
39405,ENSMUSG00000031994,Adamts8,1.04
39406,ENSMUSG00000032015,Pou2f3,0.79
39407,ENSMUSG00000029663,Gngt1,8.59
39408,ENSMUSG00000096201,Gm10715,1.12
39409,ENSMUSG00000009092,Derl3,0.96
39410,ENSMUSG00000002103,Acp2,1.12
39411,ENSMUSG00000003345,Csnk1g2,1.19
39412,ENSMUSG00000035148,Gpr33,0.98
39413,ENSMUSG00000029177,Cenpa,2.18
39414,ENSMUSG00000066258,Trim12a,1.68
39415,ENSMUSG00000036867,Smad6,1.19
39416,ENSMUSG00000037035,Inhbb,1.3
39417,ENSMUSG00000112762,4930459C07Rik,1.0
39418,ENSMUSG00000025432,Avil,1.35
39419,ENSMUSG00000097425,Vmn1r181,0.96
39420,ENSMUSG00000036572,Upf3b,1.3
39421,ENSMUSG00000021109,Hif1a,2.1
39422,ENSMUSG00000034863,Ano8,0.85
39423,ENSMUSG00000017733,Eppin,1.04
39424,ENSMUSG00000071089,Trim75,0.95
39425,ENSMUSG00000094025,Gm8879,0.8
39426,ENSMUSG00000029836,Cbx3,2.32
39427,ENSMUSG00000023931,Efhb,1.03
39428,ENSMUSG00000108875,Gm45064,0.83
39429,ENSMUSG00000003518,Dusp3,1.5
39430,ENSMUSG00000054520,Sh3bp2,1.21
39431,ENSMUSG00000029571,Tmem106b,1.16
39432,ENSMUSG00000042525,4933428M09Rik,0.97
39433,ENSMUSG00000086927,Gm11823,1.1
39434,ENSMUSG00000031495,Cd209d,3.18
39435,ENSMUSG00000032080,Apoa4,6.56
39436,ENSMUSG00000094892,Vmn2r101,0.99
39437,ENSMUSG00000085641,4930465M20Rik,0.67
39438,ENSMUSG00000097725,4930593A02Rik,1.09
39439,ENSMUSG00000027940,Tpm3,3.51
39440,ENSMUSG00000116059,1700122O11Rik,0.77
39441,ENSMUSG00000106506,4930558F17Rik,0.51
39442,ENSMUSG00000109864,Eid3,1.02
39443,ENSMUSG00000035020,Epgn,1.69
39444,ENSMUSG00000052187,Hbb-y,4.52
39445,ENSMUSG00000097778,Pramef8,0.89
39446,ENSMUSG00000037053,Azgp1,7.49
39447,ENSMUSG00000027547,Sall4,1.16
39448,ENSMUSG00000025141,Myadml2,0.94
39449,ENSMUSG00000099711,Btbd35f21,0.625
39450,ENSMUSG00000025384,Faap100,0.85
39451,ENSMUSG00000056755,Grm7,10.08
39452,ENSMUSG00000117069,Gm49894,0.77
39453,ENSMUSG00000027378,Nphp1,0.84
39454,ENSMUSG00000031467,Agpat5,1.27
39455,ENSMUSG00000059632,Krtap8-1,1.15
39456,ENSMUSG00000024982,Zdhhc6,1.07
39457,ENSMUSG00000056076,Eif3b,1.55
39458,ENSMUSG00000108754,Gm44748,0.76
39459,ENSMUSG00000024681,Ms4a3,4.21
39460,ENSMUSG00000112125,Gm48024,1.02
39461,ENSMUSG00000087362,Gm13710,1.21
39462,ENSMUSG00000032649,Colgalt2,1.54
39463,ENSMUSG00000085438,Oip5os1,1.45
39464,ENSMUSG00000111220,Kif11,1.36
39465,ENSMUSG00000041703,Zic5,1.08
39466,ENSMUSG00000028825,Rhd,1.05
39467,ENSMUSG00000054659,Pm20d2,0.73
39468,ENSMUSG00000064232,Gm5414,2.515
39469,ENSMUSG00000027406,Idh3b,1.35
39470,ENSMUSG00000054763,Defb42,1.0
39471,ENSMUSG00000006589,Aprt,2.63
39472,ENSMUSG00000021056,Tex21,0.9
39473,ENSMUSG00000027323,Rad51,1.0
39474,ENSMUSG00000033685,Ucp2,3.94
39475,ENSMUSG00000103019,Ggcx,0.87
39476,ENSMUSG00000054978,Kbtbd13,0.57
39477,ENSMUSG00000086072,Gm11861,0.9
39478,ENSMUSG00000100185,Gm28634,0.72
39479,ENSMUSG00000030838,Ush1c,1.2
39480,ENSMUSG00000073290,Gm10490,0.68
39481,ENSMUSG00000028277,Ube2j1,1.3
39482,ENSMUSG00000040359,Ufl1,1.11
